"","id","nome","cpf","rua","terreno","casa","X","dms_x_M02","dms_x_M03","dms_x_M04","dms_x_M01","dms_y_M02","dms_y_M03","dms_y_M04","dms_y_M01","x_M02","x_M03","x_M04","x_M01","y_M02","y_M03","y_M04","y_M01"
"73",73,"Ze_e_Maria_73",30454988861,"rua Kokama",15,NA,73,"59°54′52,9″W","59°54′53,5″W","59°54′53,6″W","59°54′53,0″W","3°4′4,8″S","3°4′5,1″S","3°4′4,8″S","3°4′4,6″S",-59.914687625272,-59.9148664313736,-59.9148979001066,-59.9147178588136,-3.06800842066966,-3.06807707085442,-3.06800382816798,-3.06793318545194
"74",74,"Ze_e_Maria_74",23986898670,"rua Kokama",17,NA,74,"59°54′52,8″W","59°54′53,4″W","59°54′53,5″W","59°54′52,9″W","3°4′5,1″S","3°4′5,4″S","3°4′5,1″S","3°4′4,8″S",-59.9146568220409,-59.9148330136707,-59.9148668116604,-59.914687625272,-3.06808436901551,-3.06815695901543,-3.068077640467,-3.0680088004114
"75",75,"Ze_e_Maria_75",17893129394,"av Ipixuna",3,3,75,"59°54′54,3″W","59°54′54,2″W","59°54′55,1″W","59°54′55,2″W","3°4′2,9″S","3°4′3,2″S","3°4′3,5″S","3°4′3,2″S",-59.9150936647596,-59.9150659583799,-59.9153090211455,-59.9153403407738,-3.06746738506025,-3.06754741551424,-3.06763333564865,-3.06756266028927
"76",76,"Ze_e_Maria_76",98769887734,"av Palmeira do Miriti",5,5,76,"59°54′55,1″W","59°54′54,2″W","59°54′54,2″W","59°54′55,0″W","3°4′3,5″S","3°4′3,2″S","3°4′3,4″S","3°4′3,7″S",-59.9153137793073,-59.9150659583799,-59.9150437638638,-59.9152852303365,-3.06763689915619,-3.06754741551424,-3.0676091814873,-3.0676990625671
"77",77,"Ze_e_Maria_77",12264890360,"av Palmeira do Miriti",7,7,77,"59°54′55,0″W","59°54′54,2″W","59°54′54,1″W","59°54′54,9″W","3°4′3,7″S","3°4′3,4″S","3°4′3,6″S","3°4′4,0″S",-59.9152847842588,-59.9150431934336,-59.9150187600064,-59.915256235288,-3.06769624145697,-3.06760927642277,-3.06767914892723,-3.06776473998833
"78",78,"Ze_e_Maria_78",67835411137,"av Palmeira do Miriti",9,9,78,"59°54′54,9″W","59°54′54,1″W","59°54′54,0″W","59°54′54,8″W","3°4′4,0″S","3°4′3,6″S","3°4′3,9″S","3°4′4,2″S",-59.9152570283149,-59.9150189501498,-59.9149937561491,-59.9152241176958,-3.06776513593358,-3.06767914892723,-3.0677513948136,-3.06783680202236
"79",79,"Ze_e_Maria_79",77549495272,"av Palmeira do Miriti",11,11,79,"59°54′54,8″W","59°54′54,0″W","59°54′53,9″W","59°54′54,7″W","3°4′4,2″S","3°4′3,9″S","3°4′4,1″S","3°4′4,5″S",-59.9152229281553,-59.9149943265793,-59.9149693577824,-59.9151914053334,-3.06783798985805,-3.06775120494268,-3.0678164108429,-3.06790510257212
"80",80,"Ze_e_Maria_80",93157307341,"av Palmeira do Miriti",13,13,80,"59°54′54,7″W","59°54′53,9″W","59°54′53,8″W","59°54′54,6″W","3°4′4,5″S","3°4′4,1″S","3°4′4,4″S","3°4′4,7″S",-59.9151908105632,-59.9149697542959,-59.9149427977173,-59.915157899944,-3.06790530054472,-3.06781690577444,-3.06788981070217,-3.06797756054186
"81",81,"Ze_e_Maria_81",99745846368,"av Palmeira do Miriti",15,NA,81,"59°54′54,6″W","59°54′53,8″W","59°54′53,7″W","59°54′54,4″W","3°4′4,7″S","3°4′4,4″S","3°4′4,7″S","3°4′5,0″S",-59.9151580982007,-59.9149427977173,-59.9149157735863,-59.9151239980411,-3.06797756054186,-3.06788995310632,-3.06795987306017,-3.0680492266164
"82",82,"Ze_e_Maria_82",96568385445,"av Palmeira do Miriti",17,17,82,"59°54′54,4″W","59°54′53,7″W","59°54′53,6″W","59°54′54,3″W","3°4′5,0″S","3°4′4,7″S","3°4′4,9″S","3°4′5,2″S",-59.9151243945546,-59.9149153932995,-59.9148861112156,-59.9150890057262,-3.0680484347261,-3.06795982559245,-3.06803159678268,-3.06812227849407
"83",83,"Ze_e_Maria_83",69511742842,"av Palmeira do Miriti",19,NA,83,"59°54′54,3″W","59°54′53,6″W","59°54′53,5″W","59°54′54,2″W","3°4′5,2″S","3°4′4,9″S","3°4′5,2″S","3°4′5,5″S",-59.9150890057262,-59.9148849703552,-59.9148567815959,-59.9150574009414,-3.06812188254895,-3.06803197651942,-3.06810089964698,-3.06818933162918
"84",84,"Ze_e_Maria_84",50923116474,"av Palmeira do Miriti",21,21,84,"59°54′54,2″W","59°54′53,5″W","59°54′53,4″W","59°54′54,1″W","3°4′5,5″S","3°4′5,2″S","3°4′5,4″S","3°4′5,7″S",-59.9150574009414,-59.9148568766676,-59.9148279986385,-59.9150268648691,-3.06818933162918,-3.06810070977613,-3.06816715270635,-3.06825380500889
"85",85,"Ze_e_Maria_85",48934269802,"av Palmeira do Miriti",23,NA,85,"59°54′54,1″W","59°54′53,4″W","59°54′53,3″W","59°54′54,0″W","3°4′5,7″S","3°4′5,4″S","3°4′5,6″S","3°4′5,9″S",-59.9150270550125,-59.9148278084951,-59.9148020916,-59.9149968553274,-3.06825361513807,-3.06816753244803,-3.06822914553485,-3.06831699510637
"86",86,"Ze_e_Maria_86",16243383346,"av Palmeira do Miriti",29,29,86,"59°54′53,8″W","59°54′53,1″W","59°54′53,0″W","59°54′53,7″W","3°4′6,4″S","3°4′6,1″S","3°4′6,3″S","3°4′6,6″S",-59.9149423936626,-59.9147460230643,-59.9147120111633,-59.9149123275186,-3.06843872733573,-3.06835380759585,-3.06842224415373,-3.06851229320247
"87",87,"Ze_e_Maria_87",13642785677,"av Palmeira do Miriti",27,27,87,"59°54′53,9″W","59°54′53,2″W","59°54′53,1″W","59°54′53,8″W","3°4′6,2″S","3°4′5,8″S","3°4′6,1″S","3°4′6,4″S",-59.9149696874187,-59.9147775155653,-59.9147459279926,-59.9149423936626,-3.0683751733502,-3.06829118582746,-3.06835372452735,-3.06843872733573
"88",88,"Ze_e_Maria_88",27420158528,"av Palmeira do Miriti",31,31,88,"59°54′53,7″W","59°54′53,0″W","59°54′52,8″W","59°54′53,6″W","3°4′6,6″S","3°4′6,3″S","3°4′6,6″S","3°4′6,9″S",-59.9149123275186,-59.9147125815935,-59.9146800908397,-59.9148838242233,-3.06851229320247,-3.06842281376612,-3.06849198606891,-3.0685808261601
"89",89,"Ze_e_Maria_89",27184719237,"av Palmeira do Miriti",33,33,89,"59°54′53,6″W","59°54′52,8″W","59°54′52,7″W","59°54′53,5″W","3°4′6,9″S","3°4′6,6″S","3°4′6,8″S","3°4′7,1″S",-59.9148838242233,-59.9146795204095,-59.9146522585993,-59.9148561229576,-3.0685808261601,-3.0684921759397,-3.06856065995641,-3.06864787584285
"90",90,"Ze_e_Maria_90",32494666676,"av Palmeira do Miriti",35,35,90,"59°54′53,5″W","59°54′52,7″W","59°54′52,6″W","59°54′53,4″W","3°4′7,1″S","3°4′6,8″S","3°4′7,1″S","3°4′7,4″S",-59.9148561229576,-59.9146522348312,-59.9146233568022,-59.9148258187273,-3.06864787584285,-3.06856057683951,-3.06863072226946,-3.06872190492073
"91",91,"Ze_e_Maria_91",71736563221,"av Palmeira do Miriti",37,NA,91,"59°54′53,4″W","59°54′52,6″W","59°54′52,5″W","59°54′53,3″W","3°4′7,4″S","3°4′7,1″S","3°4′7,3″S","3°4′7,6″S",-59.9148258187273,-59.9146234518738,-59.914593837039,-59.914797846708,-3.06872190492073,-3.06863068666881,-3.06869755677518,-3.06878882083077
"92",92,"Ze_e_Maria_92",57415542880,"av Palmeira do Miriti",39,39,92,"59°54′53,3″W","59°54′52,5″W","59°54′52,4″W","59°54′53,2″W","3°4′7,6″S","3°4′7,3″S","3°4′7,6″S","3°4′7,9″S",-59.914797846708,-59.914593837039,-59.9145633055574,-59.9147712015153,-3.06878882083077,-3.06869755677518,-3.06876400170978,-3.06885877276202
"93",93,"Ze_e_Maria_93",60005866963,"av Palmeira do Miriti",41,41,93,"59°54′53,2″W","59°54′52,6″W","59°54′52,5″W","59°54′53,1″W","3°4′7,9″S","3°4′7,6″S","3°4′7,9″S","3°4′8,1″S",-59.9147712015153,-59.9146128513792,-59.9145818104688,-59.9147443570522,-3.06885877276202,-3.06878589413748,-3.06885818741673,-3.06892958355993
"94",94,"Ze_e_Maria_94",35246918350,"av Palmeira do Miriti",43,43,94,"59°54′53,1″W","59°54′52,5″W","59°54′52,4″W","59°54′53,0″W","3°4′8,1″S","3°4′7,9″S","3°4′8,1″S","3°4′8,4″S",-59.9147443570522,-59.9145816678613,-59.9145538118528,-59.9147192233371,-3.06892958355993,-3.06885823488441,-3.06892264852437,-3.06899530987601
"95",95,"Ze_e_Maria_95",93177935282,"av Palmeira do Miriti",45,45,95,"59°54′53,0″W","59°54′52,4″W","59°54′52,3″W","59°54′52,9″W","3°4′8,4″S","3°4′8,1″S","3°4′8,4″S","3°4′8,6″S",-59.9147192233371,-59.9145549527132,-59.9145270016332,-59.9146946279375,-3.06899530987601,-3.06892264852437,-3.0689867773544,-3.06906043284638
"96",96,"Ze_e_Maria_96",51961380381,"av Palmeira do Miriti",47,47,96,"59°54′52,9″W","59°54′52,3″W","59°54′52,2″W","59°54′52,8″W","3°4′8,6″S","3°4′8,3″S","3°4′8,6″S","3°4′8,9″S",-59.9146946279375,-59.9145268114897,-59.9144980285323,-59.9146674314985,-3.06906043284638,-3.06898606533929,-3.06905719564705,-3.06913175501386
"97",97,"Ze_e_Maria_97",22876228269,"av Palmeira do Miriti",49,49,97,"59°54′52,8″W","59°54′52,2″W","59°54′52,1″W","59°54′52,7″W","3°4′8,9″S","3°4′8,6″S","3°4′8,9″S","3°4′9,1″S",-59.9146674314985,-59.9144980285323,-59.914469507022,-59.914640267817,-3.06913175501386,-3.06905757538842,-3.06913010598762,-3.06920199270768
"98",98,"Ze_e_Maria_98",25238366617,"av Palmeira do Miriti",57,57,98,"59°54′52,4″W","59°54′51,8″W","59°54′51,6″W","59°54′52,3″W","3°4′9,9″S","3°4′9,7″S","3°4′10,0″S","3°4′10,1″S",-59.9145632840006,-59.9143848799917,-59.9143467970013,-59.9145347208439,-3.06940449469318,-3.06934807235312,-3.06944390787687,-3.06948072508689
"99",99,"Ze_e_Maria_99",85392498738,"beco Tikuna",1,1,99,"59°54′51,6″W","59°54′51,9″W","59°54′51,7″W","59°54′51,4″W","3°4′10,0″S","3°4′9,4″S","3°4′9,3″S","3°4′9,9″S",-59.9143467970013,-59.9144105150314,-59.9143495585923,-59.9142760266328,-3.06944390787687,-3.06928407922467,-3.06925800911201,-3.06942633908254
"100",100,"Ze_e_Maria_100",16452610385,"av Palmeira do Miriti",55,55,100,"59°54′52,5″W","59°54′51,9″W","59°54′51,8″W","59°54′52,4″W","3°4′9,6″S","3°4′9,4″S","3°4′9,7″S","3°4′9,9″S",-59.9145899977353,-59.9144161242618,-59.9143848799917,-59.9145632840006,-3.06933503820497,-3.06927031360284,-3.06934807235312,-3.06940449469318
"101",101,"Ze_e_Maria_101",21386168009,"av Palmeira do Miriti",53,53,101,"59°54′52,6″W","59°54′52,0″W","59°54′51,9″W","59°54′52,5″W","3°4′9,4″S","3°4′9,1″S","3°4′9,4″S","3°4′9,6″S",-59.9146164120097,-59.91444215014,-59.9144163144052,-59.9145899977353,-3.06926626444527,-3.06920104641514,-3.06927031360284,-3.06933503820497
"102",102,"Ze_e_Maria_102",63242710470,"beco Tikuna",2,2,102,"59°54′51,9″W","59°54′52,1″W","59°54′51,9″W","59°54′51,7″W","3°4′9,4″S","3°4′8,9″S","3°4′8,8″S","3°4′9,3″S",-59.914410324888,-59.9144694119503,-59.9144098059142,-59.9143495585923,-3.06928464883661,-3.06913053319664,-3.06910475792913,-3.06925800911201
"103",103,"Ze_e_Maria_103",81506367142,"av Palmeira do Miriti",51,51,103,"59°54′52,7″W","59°54′52,1″W","59°54′52,0″W","59°54′52,6″W","3°4′9,1″S","3°4′8,9″S","3°4′9,1″S","3°4′9,4″S",-59.914640267817,-59.914469507022,-59.9144421026042,-59.9146162952164,-3.06920199270768,-3.0691304382613,-3.06920128375346,-3.06926622073502
"104",104,"Ze_e_Maria_104",34248297783,"av Palmeira do Miriti",25,NA,104,"59°54′54,0″W","59°54′53,3″W","59°54′53,2″W","59°54′53,9″W","3°4′5,9″S","3°4′5,6″S","3°4′5,8″S","3°4′6,2″S",-59.9149968553274,-59.9148022817434,-59.9147773254219,-59.9149696874187,-3.06831699510637,-3.06822914553485,-3.06829042634418,-3.0683751733502
"105",105,"Ze_e_Maria_105",81223463125,"beco Tikuna",3,3,105,"59°54′52,1″W","59°54′52,3″W","59°54′52,1″W","59°54′51,9″W","3°4′8,9″S","3°4′8,3″S","3°4′8,2″S","3°4′8,8″S",-59.9144697684692,-59.9145308045013,-59.9144700922548,-59.9144098059142,-3.0691305094628,-3.06897690407808,-3.06895081844325,-3.06910475792913
"106",106,"Ze_e_Maria_106",43184054487,"beco Tikuna",4,4,106,"59°54′52,3″W","59°54′52,6″W","59°54′52,4″W","59°54′52,1″W","3°4′8,3″S","3°4′7,6″S","3°4′7,5″S","3°4′8,2″S",-59.9145313273956,-59.914613231666,-59.9145432588941,-59.9144605022684,-3.06897709394878,-3.06878608400822,-3.06875513507825,-3.06894670345728
"107",107,"Ze_e_Maria_107",78876613902,"rua Iawarete",7,7,107,"59°54′54,1″W","59°54′53,5″W","59°54′53,4″W","59°54′54,0″W","3°4′1,5″S","3°4′1,2″S","3°4′1,5″S","3°4′1,7″S",-59.9150301398657,-59.9148694948006,-59.9148342343117,-59.9149961804776,-3.06707507897455,-3.06700803082705,-3.06707961566345,-3.06714892235715
"108",108,"Ze_e_Maria_108",48420569112,"rua Iawarete",9,9,108,"59°54′54,2″W","59°54′53,6″W","59°54′53,5″W","59°54′54,1″W","3°4′1,2″S","3°4′1,0″S","3°4′1,2″S","3°4′1,5″S",-59.9150579254022,-59.9149018319491,-59.9148694948006,-59.9150301398657,-3.06700948828503,-3.06694346735104,-3.06700803082705,-3.06707507897455
"109",109,"Ze_e_Maria_109",46752386263,"rua Iawarete",11,11,109,"59°54′54,3″W","59°54′53,7″W","59°54′53,6″W","59°54′54,2″W","3°4′1,0″S","3°4′0,8″S","3°4′1,0″S","3°4′1,2″S",-59.915082885869,-59.9149272739489,-59.9149018319491,-59.9150579254022,-3.06694936789229,-3.0668824852973,-3.06694346735104,-3.06700948828503
"110",110,"Ze_e_Maria_110",67094972167,"rua Iawarete",13,13,110,"59°54′54,4″W","59°54′53,8″W","59°54′53,7″W","59°54′54,3″W","3°4′0,8″S","3°4′0,5″S","3°4′0,8″S","3°4′1,0″S",-59.9151114073792,-59.9149560602198,-59.9149272739489,-59.915082885869,-3.06688348263263,-3.06681740749782,-3.0668824852973,-3.06694860840805
"111",111,"Ze_e_Maria_111",63186636523,"rua Iawarete",15,15,111,"59°54′54,5″W","59°54′53,9″W","59°54′53,8″W","59°54′54,4″W","3°4′0,5″S","3°4′0,3″S","3°4′0,5″S","3°4′0,8″S",-59.9151395486027,-59.9149838278837,-59.9149562503632,-59.9151112172359,-3.06681645814241,-3.06674873071146,-3.06681664801349,-3.06688348261598
"112",112,"Ze_e_Maria_112",89967376008,"rua Iawarete",17,17,112,"59°54′54,6″W","59°54′54,0″W","59°54′53,9″W","59°54′54,5″W","3°4′0,3″S","3°4′0,1″S","3°4′0,3″S","3°4′0,5″S",-59.915168070113,-59.9150111419977,-59.9149838278837,-59.9151397387462,-3.06675000326235,-3.06668373963454,-3.06674873071146,-3.06681702773592
"113",113,"Ze_e_Maria_113",14093004189,"rua Iawarete",19,19,113,"59°54′54,7″W","59°54′54,1″W","59°54′54,0″W","59°54′54,6″W","3°4′0,1″S","3°3′59,8″S","3°4′0,1″S","3°4′0,3″S",-59.9151965916233,-59.9150400644696,-59.9150111419977,-59.9151682602565,-3.06668297876485,-3.06661512869203,-3.06668373963454,-3.06675000323842
"114",114,"Ze_e_Maria_114",29070156104,"rua Iawarete",21,21,114,"59°54′54,8″W","59°54′54,3″W","59°54′54,1″W","59°54′54,7″W","3°3′59,8″S","3°3′59,6″S","3°3′59,8″S","3°4′0,1″S",-59.91522757535,-59.9150694687163,-59.9150400644696,-59.9151965916234,-3.06661540764045,-3.06654548605518,-3.06661512869203,-3.06668297873672
"115",115,"Ze_e_Maria_115",35867621088,"rua Iawarete",23,23,115,"59°54′54,9″W","59°54′54,4″W","59°54′54,3″W","59°54′54,8″W","3°3′59,6″S","3°3′59,3″S","3°3′59,6″S","3°3′59,8″S",-59.9152581216159,-59.9150974390206,-59.9150694687163,-59.91522757535,-3.06654488993861,-3.06647692322407,-3.06654548605518,-3.06661540764045
"116",116,"Ze_e_Maria_116",65925235074,"rua Iawarete",25,25,116,"59°54′55,0″W","59°54′54,4″W","59°54′54,4″W","59°54′54,9″W","3°3′59,3″S","3°3′59,1″S","3°3′59,3″S","3°3′59,6″S",-59.9152869310637,-59.9151247340054,-59.9150974390206,-59.9152581216159,-3.06647827422542,-3.066407991323,-3.06647692322407,-3.06654488993861
"117",117,"Ze_e_Maria_117",21672520944,"rua Iawarete",27,27,117,"59°54′55,1″W","59°54′54,5″W","59°54′54,4″W","59°54′55,0″W","3°3′59,1″S","3°3′58,8″S","3°3′59,1″S","3°3′59,3″S",-59.9153131544343,-59.9151507670635,-59.9151247340054,-59.9152869310637,-3.06641556033429,-3.06634329930634,-3.066407991323,-3.06647827422542
"118",118,"Ze_e_Maria_118",75644410581,"rua Iawarete",29,29,118,"59°54′55,2″W","59°54′54,6″W","59°54′54,5″W","59°54′55,1″W","3°3′58,9″S","3°3′58,6″S","3°3′58,8″S","3°3′59,1″S",-59.9153396281981,-59.9151785280001,-59.9151507670635,-59.9153131544343,-3.06634903113209,-3.06627570519865,-3.06634329930634,-3.06641556033429
"119",119,"Ze_e_Maria_119",23842158580,"rua Iawarete",31,31,119,"59°54′55,3″W","59°54′54,7″W","59°54′54,6″W","59°54′55,2″W","3°3′58,6″S","3°3′58,4″S","3°3′58,6″S","3°3′58,9″S",-59.9153616784492,-59.9152007747782,-59.9151785280001,-59.9153396281981,-3.06628939815713,-3.06621988304261,-3.06627570519865,-3.06634903113209
"120",120,"Ze_e_Maria_120",48878799522,"rua Iawarete",33,33,120,"59°54′55,4″W","59°54′54,8″W","59°54′54,7″W","59°54′55,3″W","3°3′58,4″S","3°3′58,2″S","3°3′58,4″S","3°3′58,6″S",-59.9153886617274,-59.9152265580073,-59.9152007747782,-59.9153616784492,-3.06622134284831,-3.06615597949538,-3.06621988304261,-3.06628939815713
"121",121,"Ze_e_Maria_121",99626179061,"rua Iawarete",35,35,121,"59°54′55,5″W","59°54′54,9″W","59°54′54,8″W","59°54′55,4″W","3°3′58,1″S","3°3′57,9″S","3°3′58,2″S","3°3′58,4″S",-59.9154075028387,-59.9152557262214,-59.9152265580073,-59.9153886617274,-3.0661253258642,-3.06608488466179,-3.06615597949538,-3.06622134284831
"122",122,"Ze_e_Maria_122",26697216440,"rua Mura",34,34,122,"59°54′54,1″W","59°54′54,6″W","59°54′54,8″W","59°54′54,2″W","3°3′58,4″S","3°3′58,6″S","3°3′58,3″S","3°3′58,1″S",-59.9150372413284,-59.9151785280001,-59.9152105183824,-59.9150687688943,-3.06621614610442,-3.06627570519865,-3.06618892200869,-3.06613246226196
"123",123,"Ze_e_Maria_123",73397512053,"rua Mura",32,32,123,"59°54′54,0″W","59°54′54,5″W","59°54′54,6″W","59°54′54,1″W","3°3′58,6″S","3°3′58,9″S","3°3′58,6″S","3°3′58,4″S",-59.91500892522,-59.9151486885915,-59.9151785280001,-59.9150372413284,-3.06628989968577,-3.0663482621108,-3.06627570519865,-3.06621614610442
"124",124,"Ze_e_Maria_124",78369426556,"rua Mura",30,30,124,"59°54′53,9″W","59°54′54,4″W","59°54′54,5″W","59°54′54,0″W","3°3′58,9″S","3°3′59,1″S","3°3′58,9″S","3°3′58,6″S",-59.9149828065209,-59.9151218439614,-59.9151486885915,-59.91500892522,-3.06635724954074,-3.06641622960977,-3.0663482621108,-3.06628989968577
"125",125,"Ze_e_Maria_125",30731847151,"rua Mura",28,28,125,"59°54′53,8″W","59°54′54,3″W","59°54′54,4″W","59°54′53,9″W","3°3′59,1″S","3°3′59,3″S","3°3′59,1″S","3°3′58,9″S",-59.9149571026999,-59.9150946443875,-59.9151218439614,-59.9149828065209,-3.06642517484332,-3.06648378608465,-3.06641622960977,-3.06635724954074
"126",126,"Ze_e_Maria_126",86205429334,"rua Mura",26,26,126,"59°54′53,7″W","59°54′54,2″W","59°54′54,3″W","59°54′53,8″W","3°3′59,4″S","3°3′59,6″S","3°3′59,3″S","3°3′59,1″S",-59.9149283293983,-59.9150671039666,-59.9150946443875,-59.9149571026999,-3.0664919439174,-3.06655120817439,-3.06648378608465,-3.06642517484332
"127",127,"Ze_e_Maria_127",35185277211,"rua Mura",24,24,127,"59°54′53,6″W","59°54′54,1″W","59°54′54,2″W","59°54′53,7″W","3°3′59,6″S","3°3′59,8″S","3°3′59,6″S","3°3′59,4″S",-59.9148982145384,-59.9150380490431,-59.9150671039666,-59.9149283293983,-3.06655830674304,-3.06661926893252,-3.06655120817439,-3.0664919439174
"128",128,"Ze_e_Maria_128",52122421698,"rua Mura",22,22,128,"59°54′53,5″W","59°54′54,0″W","59°54′54,1″W","59°54′53,6″W","3°3′59,8″S","3°4′0,1″S","3°3′59,8″S","3°3′59,6″S",-59.9148694555248,-59.9150111419977,-59.9150380490431,-59.9148982145384,-3.06662276154901,-3.06668373963454,-3.06661926893252,-3.06655830674304
"129",129,"Ze_e_Maria_129",76557993183,"rua Mura",20,20,129,"59°54′53,4″W","59°54′53,9″W","59°54′54,0″W","59°54′53,5″W","3°4′0,1″S","3°4′0,3″S","3°4′0,1″S","3°3′59,8″S",-59.9148411723531,-59.9149838278837,-59.9150111419977,-59.9148694555248,-3.06668637303267,-3.06674873071146,-3.06668373963454,-3.06662276154901
"130",130,"Ze_e_Maria_130",34449638023,"rua Mura",18,18,130,"59°54′53,3″W","59°54′53,8″W","59°54′53,9″W","59°54′53,4″W","3°4′0,3″S","3°4′0,5″S","3°4′0,3″S","3°4′0,1″S",-59.9148112846384,-59.9149572010803,-59.9149838278837,-59.9148411723531,-3.06675131254228,-3.06681361005626,-3.06674873071146,-3.06668637303267
"131",131,"Ze_e_Maria_131",20135498901,"rua Mura",16,16,131,"59°54′53,2″W","59°54′53,7″W","59°54′53,8″W","59°54′53,3″W","3°4′0,5″S","3°4′0,8″S","3°4′0,5″S","3°4′0,3″S",-59.9147744732709,-59.9149272739489,-59.9149577715104,-59.9148112846384,-3.06681550878701,-3.0668824852973,-3.06681531891593,-3.06675131254228
"132",132,"Ze_e_Maria_132",36494975012,"rua Mura",14,14,132,"59°54′53,1″W","59°54′53,6″W","59°54′53,7″W","59°54′53,2″W","3°4′0,8″S","3°4′1,0″S","3°4′0,8″S","3°4′0,5″S",-59.9147416055306,-59.9149018319491,-59.9149272739489,-59.9147744732709,-3.06687581546712,-3.06694346735104,-3.0668824852973,-3.06681512903959
"133",133,"Ze_e_Maria_133",71132775920,"rua Mura",12,12,133,"59°54′52,9″W","59°54′53,5″W","59°54′53,6″W","59°54′53,1″W","3°4′1,0″S","3°4′1,2″S","3°4′1,0″S","3°4′0,8″S",-59.9147059226848,-59.9148694948006,-59.9149018319491,-59.9147416055306,-3.06693947330875,-3.06700803082705,-3.06694346735104,-3.06687581546712
"134",134,"Ze_e_Maria_134",47643057642,"rua Mura",10,10,134,"59°54′52,8″W","59°54′53,4″W","59°54′53,5″W","59°54′52,9″W","3°4′1,2″S","3°4′1,4″S","3°4′1,2″S","3°4′1,0″S",-59.9146717234209,-59.9148410940941,-59.9148694948006,-59.9147059226848,-3.06699990465961,-3.06706568912974,-3.06700803082705,-3.06693947330875
"135",135,"Ze_e_Maria_135",13740716892,"rua Mura",8,8,135,"59°54′52,7″W","59°54′53,3″W","59°54′53,4″W","59°54′52,8″W","3°4′1,4″S","3°4′1,6″S","3°4′1,4″S","3°4′1,2″S",-59.9146431462454,-59.9148136539077,-59.9148411908047,-59.9146717234209,-3.0670630398947,-3.06712286748573,-3.06706572669268,-3.06699990465961
"136",136,"Ze_e_Maria_136",44603565373,"rua Mura",6,6,136,"59°54′52,6″W","59°54′53,2″W","59°54′53,3″W","59°54′52,7″W","3°4′1,6″S","3°4′1,8″S","3°4′1,6″S","3°4′1,4″S",-59.914617774549,-59.9147904236215,-59.9148136539077,-59.9146431462454,-3.06711909329768,-3.0671713839687,-3.06712286748573,-3.0670630398947
"137",137,"Ze_e_Maria_137",44240294945,"av Ipixuna",10,10,137,"59°54′52,9″W","59°54′52,6″W","59°54′52,4″W","59°54′52,7″W","3°4′1,9″S","3°4′1,9″S","3°4′2,3″S","3°4′2,3″S",-59.91468326747,-59.914598119126,-59.9145629001881,-59.9146460494439,-3.06720073717666,-3.06718091486489,-3.0672916878446,-3.06730828179892
"138",138,"Ze_e_Maria_138",49650051412,"av Ipixuna",8,8,138,"59°54′53,2″W","59°54′52,9″W","59°54′52,7″W","59°54′53,0″W","3°4′2,0″S","3°4′1,9″S","3°4′2,3″S","3°4′2,4″S",-59.914772436794,-59.91468326747,-59.9146460494439,-59.9147314213327,-3.0672214955617,-3.06720073717666,-3.06730828179892,-3.06732446649127
"139",139,"Ze_e_Maria_139",80821021069,"av Ipixuna",12,12,139,"59°54′52,3″W","59°54′52,4″W","59°54′51,8″W","59°54′51,7″W","3°4′2,2″S","3°4′1,9″S","3°4′1,7″S","3°4′2,1″S",-59.9145317161548,-59.9145597622319,-59.9143837088293,-59.9143561134579,-3.06728511720707,-3.06719593668593,-3.06714743464739,-3.06723815472567
"140",140,"Ze_e_Maria_140",27481222368,"rua Mura",3,3,140,"59°54′52,5″W","59°54′51,9″W","59°54′51,8″W","59°54′52,4″W","3°4′1,6″S","3°4′1,5″S","3°4′1,7″S","3°4′1,9″S",-59.9145822484268,-59.9144058814956,-59.9143837088293,-59.9145596988256,-3.06712385344547,-3.06707320431265,-3.06714743464739,-3.06719591921775
"141",141,"Ze_e_Maria_141",50176537674,"rua Mura",5,5,141,"59°54′52,6″W","59°54′51,9″W","59°54′51,9″W","59°54′52,5″W","3°4′1,4″S","3°4′1,2″S","3°4′1,5″S","3°4′1,6″S",-59.9146089461726,-59.9144300028147,-59.9144058814956,-59.9145822484268,-3.06706216887231,-3.06699325697681,-3.06707320431265,-3.06712385344547
"142",142,"Ze_e_Maria_142",79905221026,"rua Mura",7,7,142,"59°54′52,7″W","59°54′52,1″W","59°54′51,9″W","59°54′52,6″W","3°4′1,2″S","3°4′0,9″S","3°4′1,2″S","3°4′1,4″S",-59.9146374474643,-59.9144609778242,-59.9144300028147,-59.9146088595714,-3.06699592277386,-3.06691943090129,-3.06699325697681,-3.06706213552181
"143",143,"Ze_e_Maria_143",70864962141,"rua Mura",9,9,143,"59°54′52,8″W","59°54′52,2″W","59°54′52,1″W","59°54′52,7″W","3°4′1,0″S","3°4′0,7″S","3°4′0,9″S","3°4′1,2″S",-59.9146721121216,-59.9145035641829,-59.9144609778242,-59.9146374474643,-3.06693472008707,-3.06684899664102,-3.06691943090129,-3.06699592277386
"144",144,"Ze_e_Maria_144",87418587195,"rua Mura",11,11,144,"59°54′52,9″W","59°54′52,3″W","59°54′52,2″W","59°54′52,8″W","3°4′0,8″S","3°4′0,4″S","3°4′0,7″S","3°4′1,0″S",-59.9147040536984,-59.9145401417857,-59.9145035641829,-59.9146721121216,-3.06687905422133,-3.06678850035462,-3.06684899664102,-3.06693472008707
